# feature1,feature2,class,predicted_class
1,0,1,1
0,1,0,0
1,0,0,1
1,0,1,1
1,0,1,1
1,1,1,0
0,1,0,0
1,0,1,1
1,1,0,0
0,1,1,0
0,1,0,0
0,0,0,1
0,1,0,0
1,0,1,1
0,1,0,0
1,0,0,1
1,0,1,1
1,0,1,1
0,1,0,0
0,0,0,1
0,0,1,1
1,1,1,0
0,1,0,0
1,1,0,0
0,0,1,1
1,0,1,1
0,0,1,1
1,0,0,1
0,0,1,1
1,0,1,1
0,0,0,1
1,1,1,0
0,0,0,1
1,0,1,1
0,1,0,0
0,0,1,1
1,1,0,0
1,1,0,0
1,0,1,1
0,1,0,0
1,0,1,1
1,0,0,1
1,0,1,1
0,1,0,0
1,0,1,1
1,0,1,1
1,0,1,1
1,0,1,1
0,0,1,1
1,0,1,1
0,0,0,1
0,0,1,1
1,0,1,1
1,1,1,0
0,1,0,0
0,1,0,0
1,0,1,1
1,0,1,1
0,1,0,0
1,0,1,1
0,0,0,1
1,0,1,1
0,1,0,0
1,0,1,1
1,0,1,1
1,0,1,1
0,0,0,1
1,0,1,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,0,1,1
0,1,0,0
0,1,0,0
0,0,0,1
0,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,0,1,1
0,1,0,0
1,0,1,1
1,0,1,1
0,0,1,1
1,1,0,0
0,1,0,0
0,1,0,0
0,1,1,0
0,1,0,0
0,1,0,0
0,1,0,0
1,0,1,1
1,0,1,1
1,1,1,0
1,0,1,1
0,0,0,1
0,0,0,1
0,1,0,0
1,0,1,1
1,0,1,1
0,1,0,0
1,0,1,1
0,0,0,1
0,1,0,0
0,1,0,0
0,0,1,1
1,0,1,1
1,0,1,1
1,0,1,1
1,1,1,0
0,1,0,0
1,0,1,1
1,0,1,1
1,0,1,1
0,1,0,0
1,1,1,0
0,0,0,1
1,1,1,0
1,0,1,1
0,1,0,0
0,1,0,0
1,0,1,1
1,1,0,0
0,1,1,0
1,0,1,1
1,0,1,1
1,1,0,0
0,1,0,0
0,1,0,0
1,0,1,1
0,1,0,0
0,0,1,1
1,0,1,1
1,0,1,1
1,0,1,1
1,1,0,0
0,0,0,1
1,0,1,1
0,1,0,0
1,1,0,0
1,0,1,1
1,0,1,1
0,1,0,0
1,0,1,1
1,1,1,0
1,1,1,0
0,0,1,1
0,1,0,0
1,0,1,1
0,1,0,0
1,0,1,1
0,1,0,0
0,1,0,0
0,1,0,0
1,0,1,1
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,0,0,1
0,1,0,0
0,0,0,1
0,1,0,0
1,0,1,1
1,1,0,0
0,0,1,1
1,0,1,1
1,0,1,1
1,0,1,1
0,1,0,0
0,1,0,0
1,0,1,1
0,1,1,0
0,1,0,0
1,0,1,1
0,1,0,0
1,1,1,0
1,0,1,1
1,1,1,0
1,0,1,1
1,0,1,1
1,0,1,1
1,0,1,1
1,1,0,0
0,1,0,0
1,0,1,1
0,0,1,1
1,0,1,1
0,1,0,0
1,0,1,1
1,1,1,0
0,1,0,0
1,1,1,0
0,1,0,0
1,0,1,1
0,1,0,0
1,1,1,0
1,0,1,1
0,1,0,0
1,0,1,1
1,0,1,1
1,1,1,0
1,0,1,1
1,0,1,1
0,0,1,1
1,0,1,1
0,1,0,0
0,1,0,0
1,0,1,1
1,1,1,0
1,1,1,0
1,1,1,0
0,0,0,1
0,1,0,0
0,0,0,1
0,0,0,1
0,1,0,0
0,1,0,0
0,0,1,1
0,1,0,0
1,0,1,1
0,0,0,1
1,0,1,1
1,0,1,1
1,0,1,1
0,0,1,1
1,0,1,1
0,0,1,1
0,1,0,0
1,0,1,1
1,0,1,1
0,1,0,0
# Error:(0.20404040404040405, 0.20404040404040402)
